"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"Ift20",2,9,82,5,10,11,54,10,95,25,17,16,34,15,5,71
"Ift22",11,3,18,1,2,2,8,4,23,4,6,2,9,6,1,15
"Ift27",4,1,65,2,1,6,33,8,41,17,8,10,21,2,2,19
"Ift43",8,5,31,5,4,4,21,5,32,9,12,12,26,26,3,30
"Ift46",24,10,85,5,12,16,83,16,141,33,23,49,53,13,9,121
"Ift52",4,7,27,3,3,7,14,4,30,9,11,8,17,2,1,19
"Ift57",15,1,35,3,1,6,11,1,36,9,9,5,18,9,1,12
"Ift74",32,9,104,0,5,11,62,24,115,29,18,16,31,11,4,42
"Ift88",8,3,27,1,2,7,16,8,44,6,4,7,12,2,1,16
"IgK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igbp1",13,16,141,12,19,18,89,11,143,32,38,48,63,48,7,78
"Igbp1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igdcc3",12,1,17,0,0,10,11,14,138,27,9,13,27,0,1,12
"Igdcc4",4,1,10,0,0,1,9,0,8,1,3,1,0,0,0,0
"Igf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igf1r",7,15,144,3,1,18,69,9,120,29,22,21,37,7,2,37
"Igf2",3,105,33,209,250,172,21,7,201,9,49,37,1055,444,81,1161
"Igf2bp2",32,36,223,52,85,59,184,27,378,70,89,91,159,194,26,300
"Igf2bp3",28,56,409,18,59,87,255,50,534,136,110,144,204,118,21,174
"Igf2os",1,1,1,6,7,5,1,0,8,0,1,2,17,9,4,15
"Igf2r",6,11,76,12,37,29,39,12,103,34,32,24,58,43,4,97
"Igfals",1,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0
"Igfbp1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Igfbp2",14,4,229,1,3,11,143,31,145,73,21,63,46,1,0,23
"Igfbp3",1,2,21,0,0,1,15,5,20,17,7,1,5,0,0,9
"Igfbp4",2,39,36,2,40,72,33,14,305,11,80,11,209,5,2,27
"Igfbp6",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Igfbp7",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbpl1",0,1,1,0,0,2,3,3,23,2,7,1,2,0,1,1
"Igfl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igflr1;U2af1l4",4,11,59,5,5,14,38,5,73,17,16,18,27,18,7,43
"Igfn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighmbp2",1,4,37,1,4,7,11,4,26,9,5,10,9,4,0,19
"Igip",0,0,2,0,0,1,0,0,6,1,4,2,3,2,0,1
"Igll1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglon5",0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
"Igsf1",2,1,22,0,0,1,9,1,2,1,1,0,0,0,0,1
"Igsf10",1,2,8,0,0,3,2,5,13,9,4,1,7,1,0,0
"Igsf11",0,0,1,0,2,0,1,0,3,1,1,1,25,0,0,0
"Igsf21",3,0,6,0,0,0,3,0,6,3,1,0,4,1,0,0
"Igsf23",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Igsf3",4,14,31,0,6,17,17,4,70,8,15,14,57,19,2,94
"Igsf5;Pcp4",0,1,2,0,4,0,1,0,10,0,3,1,0,0,0,0
"Igsf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igsf8",0,2,35,12,4,3,22,5,20,5,1,8,3,73,7,57
"Igsf9",3,2,55,1,0,0,40,7,19,25,1,10,2,0,4,34
"Igsf9b",0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0
"Igtp;Irgm2",1,3,2,0,0,1,1,1,9,0,1,0,0,1,0,1
"Ihh",0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0
"Iigp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ik",18,39,246,18,22,28,148,31,316,81,48,81,114,63,13,179
"IkappaB-zeta;Nfkbiz",0,4,10,31,0,2,6,1,9,4,1,1,2,111,6,54
"Ikbip",0,2,14,1,4,6,5,0,25,4,2,2,27,3,0,10
"Ikbkap",9,18,144,8,25,31,101,26,187,53,38,29,73,70,8,113
"Ikbkb",2,7,18,0,3,7,20,1,32,6,5,7,12,6,1,4
"Ikbke",0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"Ikzf1",0,0,2,0,0,1,2,0,2,2,0,0,1,0,0,1
"Ikzf2",0,0,16,0,0,0,5,1,12,3,0,4,6,2,0,2
"Ikzf4",0,0,1,0,0,0,1,0,2,2,0,1,0,0,0,1
"Ikzf5",0,4,11,4,3,3,8,3,22,6,6,3,5,25,1,20
"Il10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il10ra;Mir7086",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Il10rb",0,2,1,0,1,3,4,0,24,0,5,2,1,2,0,1
"Il11",0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0
"Il11ra1",0,2,3,3,1,1,1,0,7,3,2,2,7,8,0,5
"Il12a",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Il12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il12rb1",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
"Il12rb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il13ra1",1,1,3,0,1,0,0,0,15,0,2,4,1,19,0,2
"Il13ra2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il15ra",0,2,0,0,1,3,1,0,4,1,3,0,2,0,0,0
"Il16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Il17c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17d",1,0,4,0,1,0,5,0,4,2,5,0,0,2,0,0
"Il17f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17ra",0,5,11,2,1,2,4,2,24,6,1,2,3,4,1,13
"Il17rb",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Il17rc",2,2,3,0,0,2,1,0,0,2,2,1,0,7,0,12
"Il17rd",1,4,17,0,4,13,20,7,66,21,16,28,27,0,0,2
"Il17re",0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,3
"Il18",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Il18bp",1,0,2,0,0,2,1,2,4,0,0,1,4,0,0,3
"Il18r1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il18rap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1a",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Il1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1bos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1r1",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1
"Il1rap",0,1,1,0,0,2,1,0,1,1,0,0,0,11,1,3
"Il1rapl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1rapl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1rl1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Il1rl2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1rn",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Il2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il20ra",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Il21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il21r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Il22",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il22ra1",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Il22ra2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il23a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Il23r",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Il24",0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2
"Il25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il27ra",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Il2ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il2rb",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
"Il2rg",0,0,1,11,0,0,1,0,3,2,0,0,2,28,0,2
"Il3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il31ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il33",0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1
"Il34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il3ra",0,0,0,0,0,2,2,0,2,1,0,3,1,0,1,1
"Il4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il4ra",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
"Il5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il5ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il6ra",0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,3
"Il6st",1,2,14,6,2,3,4,1,44,9,10,0,32,26,2,14
"Il7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il7r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il9r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ildr1",1,1,11,1,2,0,5,3,0,0,1,3,3,8,0,19
"Ildr2",0,4,11,0,0,1,5,0,17,2,4,0,3,0,0,0
"Ilf2",13,33,216,23,19,52,104,25,339,62,63,55,83,61,4,129
"Ilf3",22,35,367,11,44,59,222,37,395,116,90,85,105,69,10,194
"Ilk",5,14,58,23,10,15,42,11,90,25,23,25,94,29,5,55
"Ilkap",8,17,73,4,11,12,51,19,101,21,20,20,50,22,8,84
"Iltifb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilvbl",1,4,7,0,4,3,5,1,17,3,2,3,3,5,0,3
"Immp2l",0,0,0,1,1,0,2,1,3,1,0,1,0,1,0,4
"Imp3",9,19,177,15,19,32,162,30,190,66,53,40,76,54,10,145
"Imp4",8,19,170,32,33,39,132,20,221,43,54,37,117,84,16,199
"Impa1",11,11,84,10,15,20,45,17,121,33,24,21,57,34,8,119
"Impact",6,8,81,3,29,24,54,8,78,18,25,20,65,10,0,12
"Impdh1",6,6,73,9,7,14,29,9,95,18,22,18,68,34,4,120
"Impg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impg2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ina",3,1,74,1,0,1,28,5,54,19,10,8,3,0,0,2
"Inadl",4,3,38,1,14,3,20,3,47,11,8,18,12,6,1,36
"Inafm1",0,0,8,3,0,1,1,0,11,0,0,4,7,4,0,8
"Inafm2",1,0,15,0,0,2,13,3,17,9,10,4,11,2,0,11
"Inca1",0,0,1,0,0,0,1,0,1,1,0,2,1,2,0,3
"Incenp",9,19,198,10,12,23,87,14,209,52,40,30,62,56,16,138
"Inf2",1,2,14,2,0,3,8,2,11,5,3,4,5,11,1,13
"Ing1",7,12,195,17,12,15,110,17,124,51,27,41,64,36,2,62
"Ing2",2,6,87,10,20,10,71,16,123,22,18,21,32,40,7,61
"Ing3",4,3,40,0,9,5,34,3,51,13,8,5,17,10,0,16
"Inha",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"Inhba",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inhbb",0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0
"Inhbc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inip",4,15,67,5,6,14,62,12,74,23,8,13,20,13,4,21
"Inmt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ino80",1,7,74,7,5,5,33,5,87,18,10,22,23,19,1,53
"Ino80b",4,2,33,2,2,6,15,4,29,14,5,8,6,6,1,19
"Ino80c",6,13,58,11,17,14,41,12,97,17,23,27,38,44,5,63
"Ino80d",3,5,104,2,11,12,37,10,88,21,12,21,28,12,1,38
"Ino80dos",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
"Ino80e",1,10,47,13,4,11,38,9,74,17,21,11,29,46,6,80
"Inpp1",1,1,3,0,0,0,2,0,6,1,0,0,2,0,0,41
"Inpp4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inpp5a",4,6,14,3,2,6,6,2,27,4,7,5,17,19,2,26
"Inpp5b;Mir698",0,4,31,7,6,4,19,1,18,4,3,5,10,27,3,22
"Inpp5d",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Inpp5e",4,2,24,1,0,4,16,3,32,3,3,2,7,4,0,13
"Inpp5f",6,10,45,0,17,7,25,4,31,16,4,9,23,4,1,18
"Inpp5j",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Inpp5k",1,0,17,0,1,3,6,3,18,5,3,2,6,15,1,11
"Inppl1",6,1,50,1,5,12,27,6,68,22,13,16,19,3,2,30
"Ins1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ins2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Insc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Insig1",1,1,23,3,1,3,21,6,21,6,4,6,14,11,2,17
"Insig2",3,5,46,2,3,6,27,1,33,13,5,10,14,12,2,29
"Insl3;Jak3",0,0,2,0,0,0,0,0,2,1,1,0,2,8,0,5
"Insl5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Insl6",1,0,3,0,0,1,4,0,0,3,0,1,0,0,0,1
"Insm1",2,4,34,0,0,0,15,0,10,6,3,9,0,0,0,14
"Insm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Insrr",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Ints10",3,5,67,8,8,11,40,6,77,26,18,16,26,22,3,31
"Ints12",3,14,43,2,8,7,26,3,64,12,24,12,18,16,2,50
"Ints1;Mir7037",6,15,82,2,8,20,43,10,109,19,15,17,32,16,1,64
"Ints2",3,9,118,4,8,22,66,7,127,43,21,37,30,23,9,85
"Ints3",6,13,97,11,18,18,72,13,134,22,20,38,56,37,3,75
"Ints4",7,5,92,7,6,13,53,7,111,24,23,24,48,27,11,120
"Ints5",2,6,77,3,5,14,38,4,90,21,13,28,35,26,3,87
"Ints7",10,10,91,3,11,21,63,11,135,44,53,28,33,22,5,62
"Ints8",15,19,148,13,15,33,104,24,217,25,44,38,104,52,4,120
"Ints9",11,8,75,6,6,7,57,4,92,20,26,29,36,13,8,49
"Invs",1,0,10,0,0,1,4,2,16,2,4,3,2,0,0,0
"Ip6k3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ipcef1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Ipo11",10,16,146,5,12,21,84,21,159,38,34,28,70,43,4,71
"Ipo13",0,4,39,1,2,11,34,9,52,9,8,4,36,17,2,27
"Ipo4",17,10,145,20,18,31,104,18,196,63,44,39,89,75,17,145
"Ipo5",43,111,925,104,59,144,601,118,1103,295,226,203,380,369,36,633
"Ipo8",15,6,154,4,13,14,66,11,82,41,17,32,31,18,2,46
"Ipo9",8,23,155,11,20,29,135,21,205,61,52,42,85,50,10,93
"Ipp",0,0,12,10,40,0,20,3,13,7,3,6,4,62,5,125
"Ippk",2,2,26,8,13,4,20,2,39,8,10,10,12,34,5,26
"Ipw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqca",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Iqcb1",4,4,49,0,2,0,41,10,48,18,16,7,39,19,3,29
"Iqcc",3,3,11,0,0,1,9,0,11,2,2,4,5,1,0,4
"Iqcd",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqce",3,2,9,0,0,0,7,2,13,2,2,2,7,1,0,8
"Iqcf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcf3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcf5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Iqcf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcg",14,1,16,2,1,4,12,2,8,2,0,4,5,7,1,9
"Iqch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqgap1",7,18,271,29,18,55,137,15,156,71,35,120,90,104,6,163
"Iqgap2",2,1,34,0,16,1,17,5,18,11,4,10,5,0,2,18
"Iqgap3",1,5,17,3,3,3,9,0,20,6,2,7,6,12,1,31
"Iqsec2",0,1,2,0,0,2,1,0,5,2,0,1,4,0,0,1
"Iqsec3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Iqub",6,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
"Irak1;Mir5132;Mir718",5,3,134,0,8,13,54,14,126,29,13,26,27,9,2,47
"Irak1bp1",5,3,23,1,0,4,23,3,28,8,3,0,20,2,1,27
"Irak2",0,0,1,0,0,1,1,0,2,0,0,2,1,0,0,5
"Irak3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irak4",0,0,0,2,0,0,0,1,0,0,1,1,3,4,0,3
"Ireb2",13,40,149,10,23,41,110,17,239,59,72,57,108,58,6,194
"Irf1",3,6,21,0,1,11,18,6,30,18,12,15,20,6,0,15
"Irf2",0,1,0,1,1,1,0,1,8,3,0,0,4,3,3,20
"Irf2bp1",1,8,46,1,6,2,34,6,51,12,12,11,19,2,0,23
"Irf2bp2",4,5,27,3,13,10,15,2,65,7,10,7,20,6,1,30
"Irf2bpl",4,13,50,3,1,18,43,9,109,12,21,4,32,5,0,10
"Irf3",6,2,53,3,5,5,29,6,63,10,17,12,21,7,2,34
"Irf4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Irf5",0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0
"Irf7",0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
"Irf8",0,0,0,0,0,0,2,0,3,1,1,1,0,0,1,1
"Irf9",2,2,11,6,4,0,3,2,13,4,4,2,8,6,0,4
"Irg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irgc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irgm1",0,0,3,0,0,1,3,2,7,4,4,1,8,0,0,3
"Irgq",1,3,9,1,0,1,9,0,19,8,2,2,6,0,1,5
"Irs1",2,2,20,0,0,6,6,0,21,8,4,8,44,0,0,2
"Irs2",3,1,51,0,4,14,23,1,34,12,6,6,31,0,0,17
"Irs3",0,0,1,3,0,0,2,0,2,0,1,0,2,42,0,3
"Irs4",3,1,47,0,1,0,34,1,1,10,1,0,0,0,0,0
"Irx1",4,7,6,12,2,2,4,2,54,1,9,20,0,70,0,3
"Irx2",0,3,7,12,3,1,8,0,26,6,9,5,0,68,10,39
"Irx3",9,14,96,26,1,8,74,3,136,26,15,33,6,80,4,215
"Irx4",0,1,3,0,1,0,1,0,5,0,1,0,1,0,1,12
"Irx5",2,3,33,1,0,0,24,6,90,12,9,6,1,0,0,0
"Irx6",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Isca2",0,3,47,4,9,4,28,1,53,14,13,8,36,25,1,40
"Iscu",6,3,19,3,5,4,30,2,37,12,15,9,18,18,1,22
"Isg15",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"Isg20",0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
"Isg20l2",2,26,148,13,7,19,105,20,187,38,30,36,79,41,9,127
"Isl1",2,8,16,0,0,23,5,1,53,3,31,11,11,0,0,1
"Isl2",0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
"Islr",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Islr2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ism2",0,0,1,0,0,1,2,0,1,0,1,1,2,0,0,1
"Isoc1",2,11,71,7,3,19,46,7,84,14,9,15,32,27,2,31
"Isoc2a",0,0,2,0,0,1,3,0,3,0,1,0,1,1,0,0
"Isoc2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ispd;Mir3472",0,0,1,0,0,2,3,0,5,0,2,4,0,0,1,2
"Israa",0,1,2,0,1,0,0,0,1,1,0,0,2,0,0,0
"Ist1",4,15,94,6,14,21,76,11,152,34,27,35,50,52,2,88
"Isx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isy1",5,8,130,15,7,19,92,19,177,48,31,44,70,35,9,113
"Itfg2",6,7,46,1,2,8,34,5,36,9,20,10,25,9,1,25
"Itga10",0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
"Itga11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"Itga1;Pelo",4,12,68,17,5,13,30,10,123,28,13,8,38,39,2,61
"Itga2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itga2b",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Itga3",0,0,18,0,1,2,7,0,3,6,1,1,11,0,1,25
"Itga4",0,0,4,0,0,1,2,0,2,0,0,0,12,0,0,1
"Itga5;Mir6963",0,8,15,3,5,3,14,4,43,4,11,9,13,22,2,8
"Itga7",0,0,0,16,0,0,0,0,0,0,0,0,0,15,3,62
"Itga8",1,1,0,0,0,1,0,0,21,0,3,0,1,0,0,0
"Itgad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgae",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Itgal",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgav",1,3,26,22,5,7,15,1,53,9,10,10,23,11,3,60
"Itgax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgb1",10,56,303,78,40,89,161,28,452,78,73,81,260,224,12,324
"Itgb1bp1",1,4,16,3,11,3,13,2,46,7,6,4,19,25,0,33
"Itgb1bp2",0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1
"Itgb2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Itgb2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgb3",0,0,4,35,0,0,1,0,2,1,1,0,0,83,1,5
"Itgb3bp",6,5,51,5,5,8,41,14,72,11,22,12,19,16,2,31
"Itgb4",0,0,1,6,1,1,0,0,2,0,0,1,1,65,0,25
"Itgb5",7,15,59,0,0,6,38,7,118,19,17,15,49,3,4,93
"Itgb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgb7",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Itgb8",0,0,3,0,0,2,3,0,1,0,0,0,0,0,0,0
"Itgbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itih1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itih2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itih3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Itih4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Itk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itln1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itm2a",4,3,28,1,0,4,27,1,12,16,5,6,11,1,0,3
"Itm2b",29,12,109,3,57,19,80,18,70,35,29,59,70,4,9,60
"Itpa",10,16,148,19,19,31,130,22,229,48,30,40,81,74,13,141
"Itpk1",1,3,33,5,3,8,16,3,32,16,13,12,8,11,1,29
"Itpka",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"Itpkc",0,3,14,2,2,5,8,1,18,7,4,1,14,7,1,6
"Itpr2",0,1,2,0,1,1,1,0,5,2,1,0,1,4,0,0
"Itpr3;Mir7677",3,2,17,9,9,3,8,0,9,6,3,14,11,25,3,31
"Itpripl1",1,1,23,2,0,3,12,0,16,5,4,4,6,3,0,13
"Itpripl2",1,0,13,1,0,1,2,3,24,4,2,4,11,6,0,1
"Itsn2",1,0,18,11,13,1,9,0,9,3,2,6,5,19,0,37
"Ivd",5,5,36,0,0,9,36,4,55,17,6,7,15,7,1,23
"Ivl",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ivns1abp",16,34,269,25,37,48,227,44,467,107,99,97,137,83,9,165
"Iws1",7,21,161,14,14,20,113,21,228,51,24,27,68,36,6,107
"Iyd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo1;Rasip1",2,0,18,0,0,1,9,0,16,4,0,5,6,0,0,11
"Izumo1r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Izumo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo4",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"JA187517",8,2,28,5,4,10,9,3,40,7,0,5,14,9,0,19
"JA202371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JA375473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC050148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC183178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC269627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC334296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC334300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JC334340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JQ929654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX277267;Trbv12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX277353;M25913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX277541;M11859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
