"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1700065D16Rik",0,0,0,0,0,1,0,0,5,1,1,0,1,0,0,0
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B19Rik",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700066J03Rik;AK039557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",1,0,7,1,1,1,6,2,15,2,1,1,6,4,0,6
"1700066N21Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700066O22Rik;AK006909;AK016016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik;AK006933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik;AK006943;BC049631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084E18Rik",0,0,2,0,0,1,0,0,1,3,0,1,0,0,0,1
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",0,0,1,1,0,0,1,0,0,1,0,0,1,12,0,0
"1700086O06Rik",0,1,5,0,2,2,2,2,5,1,6,3,3,0,0,0
"1700088E04Rik",4,2,1,1,0,0,1,3,3,1,0,1,2,1,0,0
"1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",0,1,4,0,0,0,2,0,4,2,1,0,1,1,0,3
"1700093K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094D03Rik;4933434E20Rik;AK217252",17,5,90,9,18,17,65,4,145,69,18,27,32,19,2,38
"1700094J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0
"1700096P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700097N02Rik",0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
"1700099I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700100I10Rik",1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",1,0,5,0,0,2,4,0,3,2,0,2,0,1,0,1
"1700102P08Rik",0,0,2,0,0,1,1,0,4,2,1,2,2,0,0,0
"1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700108F19Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G14Rik",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,1,2,2,1,0,3,0,6,0,1,3,0,1,0,0
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109K24Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700110C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112E06Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J16Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700113A16Rik",0,0,3,0,0,0,3,0,3,0,1,0,0,0,0,0
"1700113B09Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700116B05Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1700119H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120C14Rik",0,0,3,0,0,0,2,0,2,0,1,0,0,0,0,0
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123I01Rik;AK028710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123J17Rik",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",0,0,2,0,1,0,4,1,2,2,0,0,1,0,0,2
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",14,11,126,7,18,55,104,18,236,73,50,53,61,15,4,74
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700124L16Rik",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1810006J02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik;Lbhd1",37,24,396,22,21,117,260,42,569,227,110,109,134,43,17,155
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,0,5,0,0,0,1,1,9,5,1,1,2,0,0,0
"1810012K16Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013A23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810013L24Rik",11,3,80,8,26,19,49,6,108,51,25,23,44,18,5,55
"1810014B01Rik",2,2,20,0,0,0,7,1,11,7,1,5,1,0,0,2
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,13
"1810020O05Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810021B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810022K09Rik",13,17,103,10,20,83,168,6,272,119,50,39,62,14,8,113
"1810024B03Rik",2,0,13,0,0,6,12,0,27,5,2,4,3,0,2,9
"1810026J23Rik",9,6,35,5,12,14,47,6,106,27,22,21,21,14,2,17
"1810030O07Rik",8,2,35,3,4,15,33,7,85,30,21,22,33,12,1,25
"1810032O08Rik;Snord1a",7,4,101,2,4,28,86,4,170,85,31,19,16,1,2,37
"1810034E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810037I17Rik",29,15,177,16,17,81,201,17,286,131,54,76,81,31,11,157
"1810041H14Rik",0,0,3,0,0,0,1,1,3,1,0,0,1,0,0,1
"1810041L15Rik",0,0,5,0,0,0,4,0,1,5,1,0,1,0,0,0
"1810043G02Rik",11,1,18,0,2,4,10,3,21,9,5,6,1,3,0,9
"1810043H04Rik",10,5,62,8,14,18,41,9,104,27,15,31,25,5,3,30
"1810044D09Rik",1,0,6,0,0,1,2,0,15,7,1,2,0,0,0,0
"1810046K07Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",3,4,55,4,6,12,44,3,119,33,18,16,30,6,7,34
"1810058I24Rik",31,17,139,11,44,64,136,16,301,116,75,70,72,24,4,116
"1810062G17Rik",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1810062O18Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1810063I02Rik",0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0
"1810064F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001A14Rik",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2010005H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010009K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010010A06Rik",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2010016I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106C02Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",79,35,402,33,60,218,368,31,886,280,153,177,207,67,22,283
"2010107G12Rik",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2010107G23Rik",1,1,5,0,5,0,9,1,6,5,2,5,1,0,0,3
"2010109A12Rik",0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
"2010109I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010111I01Rik;Mir23b;Mir24-1;Mir27b",4,5,62,0,0,6,55,3,47,35,7,19,0,0,0,7
"2010204K13Rik",13,5,104,4,9,16,73,9,150,68,28,35,19,11,9,49
"2010300C02Rik",4,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
"2010308F09Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2010310C07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010315B03Rik",0,0,2,0,1,3,1,0,4,1,0,1,1,0,0,1
"2010320M18Rik",1,1,22,2,2,4,18,1,45,13,11,9,7,3,0,3
"2200002D01Rik",1,2,8,13,9,13,7,1,17,7,3,9,21,12,3,54
"2200002J24Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210011C24Rik;Mir1199",0,0,3,0,17,0,1,0,0,0,0,2,0,0,0,3
"2210013O21Rik",9,3,42,7,4,19,38,7,68,31,10,12,33,3,0,7
"2210016F16Rik",2,2,50,7,10,12,49,6,81,27,19,10,24,12,4,58
"2210016L21Rik",15,7,101,3,9,16,47,8,101,43,31,14,18,6,4,19
"2210019I11Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210039B01Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2210404E10Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2210404O09Rik",2,1,17,0,0,4,8,0,12,8,2,1,3,0,0,5
"2210406O10Rik",0,0,3,0,0,2,1,0,1,0,0,1,0,0,0,0
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408F21Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2210408I21Rik",3,3,14,1,2,3,12,1,21,10,2,2,8,1,0,1
"2210409D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210409E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210414B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210416O15Rik;Cuedc1;Mrps23",25,22,162,10,12,47,116,23,304,102,59,51,81,21,10,92
"2210417A02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210418O10Rik;Gm14296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300005B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300009A05Rik",1,1,21,1,2,7,13,3,42,12,16,12,9,1,2,9
"2310001H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2310001K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002F09Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310003N18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310007B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310008N11Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2310009A05Rik",5,0,17,2,4,8,23,2,42,18,8,13,19,2,3,16
"2310009B15Rik",1,2,20,0,6,13,35,2,71,15,15,9,19,5,1,8
"2310010J17Rik",1,1,4,0,0,2,4,0,11,3,0,1,4,0,0,1
"2310011J03Rik",3,3,65,4,7,19,35,4,82,27,18,15,14,3,2,14
"2310015A10Rik",0,0,1,0,1,1,1,0,7,1,4,0,0,0,0,1
"2310015D24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310022A10Rik",3,7,56,4,0,15,39,9,84,29,20,17,19,8,11,39
"2310022B05Rik",6,7,85,12,8,44,79,9,190,47,34,34,54,21,5,59
"2310030A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310030G06Rik;AK011526",3,0,15,2,5,3,14,0,10,14,5,5,5,17,1,14
"2310033P09Rik",10,4,79,4,1,14,35,10,164,39,29,16,31,11,3,27
"2310034C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310034G01Rik",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2310034O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310035C23Rik",5,2,35,4,6,13,18,3,59,28,8,13,15,1,3,21
"2310036O22Rik",32,32,278,31,41,89,173,31,530,162,106,82,151,59,10,135
"2310039H08Rik",6,3,35,0,0,5,19,3,25,19,6,11,10,1,2,3
"2310039L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310040G24Rik",0,0,8,0,0,1,8,0,5,5,1,2,1,0,0,1
"2310043L19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310043O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310045n01rik-mef2b;Borcs8;Mef2b",10,6,50,2,9,14,52,5,72,32,24,27,20,5,4,21
"2310050C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057M21Rik",4,3,28,0,11,18,22,2,45,18,6,14,18,5,3,26
"2310057N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061I04Rik",15,6,66,1,12,17,37,5,90,37,18,29,24,7,4,45
"2310061N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310065F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310068J16Rik",0,0,6,0,0,1,5,1,7,7,3,4,2,0,0,1
"2310069B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310069G16Rik",0,0,3,0,0,0,5,0,5,1,1,2,0,0,0,0
"2310075C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310081J21Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400006E01Rik",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"2410002F23Rik;Snord88a",5,2,58,5,7,8,41,3,92,34,14,19,21,6,4,24
"2410003L11Rik",0,1,3,2,2,1,1,0,6,1,0,1,3,5,0,9
"2410004B18Rik",9,8,88,7,8,36,70,9,211,62,33,34,53,24,6,62
"2410004I01Rik",1,0,2,0,0,1,0,0,9,0,1,0,0,0,0,1
"2410004P03Rik",30,1,4,0,0,0,4,0,4,3,1,0,0,0,0,1
"2410012E07Rik",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2410015M20Rik",19,10,151,20,21,54,154,16,274,86,46,50,82,25,12,89
"2410016O06Rik",10,5,82,2,6,17,75,8,131,52,41,17,30,5,4,39
"2410017I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2410018L13Rik",1,0,1,0,0,0,2,0,3,0,1,0,0,0,0,3
"2410021H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410022M11Rik",0,1,6,0,0,3,3,0,13,8,1,2,1,1,0,1
"2410089E03Rik",6,6,67,1,6,15,32,5,103,15,15,24,19,5,2,18
"2410124H12Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410131K14Rik",5,0,23,0,1,2,22,3,27,10,5,4,8,2,5,11
"2410137M14Rik",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"2410141K09Rik;AK021218;AK049221;AK145544;Zfp640",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
"2500002B13Rik",1,0,11,0,0,0,1,0,9,8,2,1,1,0,0,0
"2500004C02Rik",3,1,8,1,2,4,5,0,13,2,3,4,4,0,1,1
"2510002D24Rik",6,1,36,7,7,6,23,3,40,17,9,15,16,6,3,20
"2510003B16Rik",0,0,1,0,1,0,6,1,1,1,0,1,1,0,0,0
"2510009E07Rik",3,0,1,0,0,2,2,0,14,7,0,0,3,0,0,1
"2510039O18Rik;AK206234",9,5,61,5,12,25,38,10,93,26,15,24,28,12,5,55
"2610001J05Rik",8,7,80,6,7,22,72,9,121,57,26,23,32,17,7,49
"2610002M06Rik",4,2,17,3,2,7,14,3,36,15,8,5,13,4,1,11
"2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587",1,0,5,1,0,2,1,0,6,2,1,2,2,2,0,1
"2610005L07Rik;AK081879",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2610008E11Rik",6,3,29,0,1,12,38,5,67,38,18,7,26,0,0,6
"2610016A17Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2610020C07Rik",0,0,4,0,0,0,2,0,6,3,6,2,5,1,0,2
"2610020H08Rik",2,1,9,1,0,5,4,0,23,5,4,2,0,5,0,3
"2610027K06Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2610028E06Rik",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"2610028H24Rik",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2610035D17Rik",0,1,1,0,0,0,2,0,3,1,0,0,0,0,0,0
"2610035F20Rik",0,0,12,0,0,0,11,1,8,8,0,0,0,0,0,0
"2610037D02Rik",0,0,3,0,0,1,2,2,8,1,2,1,4,0,0,2
"2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795",0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
"2610044O15Rik8",6,2,29,0,3,7,28,4,57,12,11,7,14,2,1,12
"2610100L16Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2610203C22Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2610206C17Rik",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2610301B20Rik;AK045565",25,2,34,1,8,16,20,7,78,26,14,13,4,2,1,30
"2610305D13Rik",0,2,25,0,0,13,12,2,27,11,4,4,2,1,0,4
"2610306M01Rik",2,0,9,0,1,0,10,0,4,2,2,3,2,0,0,2
"2610307P16Rik",0,0,14,0,1,0,4,1,11,4,3,2,0,0,0,0
"2610316D01Rik",0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
"2610318N02Rik",10,6,92,0,6,10,36,6,104,36,17,14,12,0,0,11
"2610507B11Rik",22,15,216,8,32,37,128,10,255,110,54,76,81,14,8,70
"2610507I01Rik",0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
"2610524H06Rik",9,2,49,0,4,13,53,1,67,34,16,11,18,2,0,21
"2610528A11Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2610528J11Rik",0,0,3,0,35,0,3,0,2,1,0,4,0,1,3,12
"2700029M09Rik",31,23,222,14,12,61,192,28,409,172,69,77,88,20,8,98
"2700038G22Rik",6,4,50,1,2,12,23,2,92,21,21,12,8,13,1,28
"2700046A07Rik",0,0,0,0,1,4,0,1,6,0,1,0,6,0,0,1
"2700046G09Rik",2,0,3,0,0,0,1,0,5,0,0,0,2,0,0,0
"2700049A03Rik",4,1,58,1,3,10,27,6,97,42,23,16,17,3,6,14
"2700054A10Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700060E02Rik",107,43,493,27,63,170,488,38,880,374,181,221,189,38,29,234
"2700062C07Rik",4,3,47,0,1,7,44,3,85,33,22,15,15,5,4,18
"2700069I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700070H01Rik;Defb42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700081O15Rik;Mir6991",4,2,21,0,9,15,16,1,76,18,12,13,17,1,2,6
"2700089I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700094K13Rik",94,45,800,37,61,190,580,89,1241,502,231,209,286,82,28,289
"2700097O09Rik;BC016540",12,9,76,3,7,22,74,11,144,83,33,26,31,5,2,57
"2700099C18Rik",8,4,50,1,0,12,29,5,80,36,16,17,25,5,0,14
"2810001G20Rik",5,2,13,0,2,6,14,4,55,7,18,8,14,0,0,7
"2810002D19Rik",2,1,15,0,1,7,9,0,10,6,3,1,2,0,0,1
"2810004N23Rik",20,27,388,20,22,71,212,32,518,203,125,70,116,29,21,188
"2810006K23Rik",5,6,46,1,4,11,34,5,66,30,17,18,12,2,0,10
"2810013P06Rik",0,4,33,0,0,5,18,0,57,23,13,4,11,1,1,3
"2810021J22Rik",2,3,21,0,1,1,7,2,34,12,6,5,9,0,0,7
"2810025M15Rik",39,10,379,10,40,60,341,26,413,214,63,85,73,14,4,108
"2810029C07Rik;AK148849",1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0
"2810032G03Rik",0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
